,Department,Course,Credit Hours,Lecture Hours,Lab Hours,Grade Mode,Description
544,Athletic Training (AT),AT 2400. Functional Anatomy.,4,2,2,Standard Letter,"The students will learn to qualitatively analyze the movements of the human body while integrating musculoskeletal anatomy and neuromuscular physiology principles. Corequisite: BIO 2430 with a grade of ""C"" or better."
545,Athletic Training (AT),AT 3126. Applied Laboratory of Upper Extremity Injuries.,1,0,2,Standard Letter,"This course will present a study and critical analysis of the anatomy, injury signs and symptoms, and special tests used in the clinical evaluation of upper extremity injuries to the physically active individual. Must be admitted to the Athletic Training Program or Pre-Physical Therapy Concentration to enroll. Co-requisite: AT 3326."
546,Athletic Training (AT),AT 3128. Applied Laboratory of Lower Extremity Injuries.,1,0,2,Standard Letter,"This course will present a study and critical analysis of the anatomy, injury signs and symptoms, and special tests used in the clinical evaluation of lower extremity injuries to the physically active individual. Must be admitted to the Athletic Training Program or Pre-Physical Therapy Concentration to enroll. Co-requisite: AT 3328."
547,Athletic Training (AT),AT 3136. Applied Laboratory for Therapeutic Modalities.,1,0,2,Standard Letter,This course provides students with experiences in laboratory and field applications of therapeutic modalities of all athletic injuries. Must be admitted to the Athletic Training Program or Pre-Physical Therapy Concentration to enroll. Co-requisite: AT 3336.
548,Athletic Training (AT),AT 3146. Applied Laboratory for Therapeutic Exercise and Rehabilitation.,1,0,2,Standard Letter,"This course provides students with experiences in laboratory and field applications of therapeutic exercise and rehabilitation of athletic injuries. Must be admitted to the Athletic Training Program or Pre-Physical Therapy Concentration to enroll. Co-requisite: AT 3346 with a grade of ""D"" or better."
549,Athletic Training (AT),AT 3298. Foundations of Athletic Training Practice.,2,2,2,Standard Letter,"The purpose of this course is to provide the students with a foundation in clinical skills associated with the athletic training profession.  The course will include observational experiences. Prerequisite: HIM 2360 and AT 2298 both with grades of ""C"" or better."
550,Athletic Training (AT),AT 3311. Clinical Assessment I.,3,3,0,Standard Letter,"This course instructs students in the knowledge and skills used in the clinical evaluation of injuries and illnesses involving the head and face, brain, cervical spine, upper extremity, thorax, and pulmonary and cardiovascular systems. Prerequisite: AT 2356 with a grade of ""C"" or better."
551,Athletic Training (AT),AT 3312. Clinical Assessment II.,3,3,0,Standard Letter,"This course instructs students about the preliminary and secondary survey with emphasis on clinical assessment of lumbar spine and lower extremity injuries as well as abdomen, gastrointestinal, genitourinary, endocrine, dermatological, and systemic illnesses. Prerequisite: AT 3311 with a grade of ""C"" or better."
552,Athletic Training (AT),AT 3326. Evaluation Techniques of Upper Extremity Injuries.,3,3,0,Standard Letter,"The course will present a study and critical analysis of the anatomy, injury signs and symptoms, and specific tests used in the clinical evaluation of upper extremity injuries to the physically active individual. Co-requisite: AT 3126. Prerequisite: AT 2356, with a grade of ""D"" or better, Minimum 2.75 TxState GPA."
553,Athletic Training (AT),AT 3328. Evaluation Techniques of Lower Extremity Injuries.,3,3,0,Standard Letter,"The course will present a study and critical analysis of the anatomy, injury signs and symptoms, and specific tests used in the clinical evaluation of lower extremity injuries to the physically active individual. Co-requisite: AT 3128. Prerequisites: AT 2356; BIO 2430 or equivalent; Minimum 2.75 TxState GPA."
554,Athletic Training (AT),AT 3333. Therapeutic Interventions for Medical and Psychosocial Conditions.,3,2,2,Standard Letter,"This course will address the athletic training knowledge and skills required to evaluate and manage common medical conditions and psychosocial concerns found among the physically active. Lecture and laboratory experiences are focused on immediate and advanced care with emphasis on therapeutic interventions and referral.  Prerequisites:  BIO 1421, or BIO 1330 and BIO 1130; BIO 2430 or equivalent, all with a grade of D or better. (WI)."
555,Athletic Training (AT),AT 3336. Principles and Techniques of Therapeutic Modalities.,3,3,0,Standard Letter,"A theoretical and evidence-based approach to the use of therapeutic modalities in physical medicine settings. Special emphasis is placed on understanding the physiological effects, indications, contraindications and clinical applications of therapeutic modalities in the treatment and rehabilitation of musculoskeletal and neurological injuries and diseases.  Co-requisite: AT 3136. Prerequisite: Minimum 2.75 Texas State GPA."
556,Athletic Training (AT),AT 3346. Therapeutic Exercise and Rehabilitation.,3,3,0,Standard Letter,"A theoretical and evidence-based approach to the use of therapeutic exercise in physical medicine settings. Special emphasis is placed on understanding the physiological effects, indications, contraindications and clinical applications of therapeutic exercise in the treatment and rehabilitation of musculoskeletal and neurological injuries and diseases.  Corequisite: AT 3146.  Prerequisites: AT 3326, AT 3328, PT 3400, Minimum 2.75 Texas State GPA."
557,Athletic Training (AT),AT 3358. Clinical Pathopharmacology.,3,3,0,Standard Letter,"This course combines pathophysiology, the study of dynamic aspects of disease processes and study of drugs prescribed to prevent, diagnose, cure, or care for disease across the lifespan. Content includes etiology, pathogenesis, clinical presentation, implications for treatment, and pharmacological management. Prerequisite: BIO 2430 or [BIO 2451 and BIO 2452] either with a grade of ""D"" or better."
558,Athletic Training (AT),AT 3400. Gross Applied Anatomy.,4,2,4,Standard Letter,"This course provides a study of the structure and function of the human body with particular emphasis on the muscular, skeletal, vascular and nervous systems. Attention will be on the anatomy and physiology of the body systems focusing on understanding specific functions of body tissues. Laboratory study of the human cadaver is included. Prerequisite: AT 2400 with a grade of ""C"" or better."
559,Athletic Training (AT),AT 3497. Clinical Experience in Athletic Training III.,4,2,2,Standard Letter,"This course integrates topics in advanced athletic injury evaluation and management into a clinical education experience designed to assess professional behaviors, cognitive knowledge, psychomotor skills, and proficiency-based case simulations. The course incorporates didactic and clinical education at an assigned clinical site under the supervision of a clinical instructor. Prerequisite: AT 2397 with a grade of ""C"" or better."
560,Athletic Training (AT),AT 3498. Clinical Experience in Athletic Training IV.,4,2,2,Standard Letter,"This course integrates topics in advanced athletic injury evaluation and management into a clinical education experience designed to assess professional behaviors, cognitive knowledge, psychomotor skills, and proficiency-based case simulations. The course incorporates didactic and clinical education at an assigned clinical site under the supervision of a clinical instructor. (WI) Prerequisite: AT 2398 with a grade of ""C"" or better."
